知乎资料,来源,最终结果,权重,句子,合集,感情状况,最近的感觉,什么让你有这种感觉
https://www.zhihu.com/question/434449322/answer/3286532057 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/522688509/answer/2462647129,3号,我赞赏审慎思考带来的智慧，这份自省，是成长的阶梯。,1,我赞赏审慎思考带来的智慧，这份自省，是成长的阶梯。,个人成长,"['快乐地单身着', '单身但准备好了开始新的恋情']",['很好'],"['自己', '学业']"
,2号,我接受每项任务的挑战，视它们为乐趣和成长的契机。,1,我接受每项任务的挑战，视它们为乐趣和成长的契机。,个人成长,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好']",['自己']
,2号,我明自自知之明的重要性，无惧面对现实与批评。,1,我明自自知之明的重要性，无惧面对现实与批评。,自信,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好', '一般']",['自己']
,2号,我在他人美好中寻自己的快乐。,1,我在他人美好中寻自己的快乐。,人际交往,"['正在恋爱', '处在一段艰难的亲密关系中', '单身但准备好了开始新的恋情', '有点辛苦的暗恋']","['开心', '很好']","['朋友', '感情']"
,2号,我懂得放手不是我的错，而是命运的另一种恩赐。,1,我懂得放手不是我的错，而是命运的另一种恩赐。,个人成长,"['单身但准备好了开始新的恋情', '最近刚分手']",['一般'],['感情']
https://www.zhihu.com/question/288975314/answer/1445658912 https://www.zhihu.com/question/539615323/answer/2573303666 https://www.zhihu.com/question/288975314/answer/1445658912 https://www.zhihu.com/question/20884233/answer/2386619970,3号,我的爱里没有束缚。,1,我的爱里没有束缚。,情感疗愈,"['处在一段艰难的亲密关系中', '正在恋爱', '快乐地单身着']","['很好', '开心']",['感情']
https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/623197705/answer/3221329941 https://www.zhihu.com/question/411506270/answer/1378172780 ,3号,我认识到每一份不安都有其根源，我会溯本求源，寻找解决之道。,2,我认识到每一份不安都有其根源，我会溯本求源，寻找解决之道。,个人成长,"['快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手']","['不好', '一般']",['自己']
,2号,我释放自己的情感，不以他人的回应来定义自我价值。,1,我释放自己的情感，不以他人的回应来定义自我价值。,治愈之旅,"['快乐地单身着', '单身但准备好了开始新的恋情', '有点辛苦的暗恋']","['一般', '不好', '糟糕']","['感情', '自己']"
 https://www.zhihu.com/question/59242753/answer/2537739998 https://www.zhihu.com/question/20248729/answer/2067118565 https://www.zhihu.com/question/413996947/answer/1409370789,3号,我有时会迷失方向，但我总能找回自己内心的路。,2,我有时会迷失方向，但我总能找回自己内心的路。,成为英雄,"['快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手']",['一般'],['自己']
https://www.zhihu.com/question/471922836/answer/2381004386 https://www.zhihu.com/question/538025581/answer/2539194102 https://www.zhihu.com/question/52506086/answer/2758913171,3号,我是光，照亮尘世孤独角落。,2,我是光，照亮尘世孤独角落。,成为英雄,"['正在恋爱', '有点辛苦的暗恋']",['很好'],"['自己', '朋友', '感情']"
,2号,我相信我能够合理安排资金，与爱人共享未来的每一天。,1,我相信我能够合理安排资金，与爱人共享未来的每一天。,个人成长,['正在恋爱'],['很好'],"['感情', '自己']"
,2号,我不会让我的经历成为他人的负担，相反，它是连接我们的桥梁。,2,我不会让我的经历成为他人的负担，相反，它是连接我们的桥梁。,人际交往,"['正在恋爱', '处在一段艰难的亲密关系中', '快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手', '有点辛苦的暗恋']","['很好', '一般']","['感情', '朋友']"
https://www.zhihu.com/question/529848226/answer/2458681726 https://www.zhihu.com/question/444218782/answer/1783979493 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/404227657/answer/1359822328 https://www.zhihu.com/question/595612282/answer/2984361736,3号,我在纷乱中看到秩序，这恰恰是我生活的节奏。,2,我在纷乱中看到秩序，这恰恰是我生活的节奏。,个人成长,"['快乐地单身着', '单身但准备好了开始新的恋情']",['很好'],['自己']
,2号,我会给自己足够的准备和执行时间，因为我看重决策的有效性。,2,我会给自己足够的准备和执行时间，因为我看重决策的有效性。,个人成长,"['快乐地单身着', '最近刚分手', '单身但准备好了开始新的恋情']","['开心', '很好']","['工作', '自己']"
,2号,我拥抱不被理解的时刻，让我更坚定地走自己的路。,2,我拥抱不被理解的时刻，让我更坚定地走自己的路。,自信,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']","['一般', '很好']",['自己']
,2号,我学会接受遗憾，因为这是我成长的一部分。,2,我学会接受遗憾，因为这是我成长的一部分。,个人成长,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手', '有点辛苦的暗恋']",['一般'],['自己']
https://www.zhihu.com/question/310713864/answer/2290776057 https://www.zhihu.com/question/20767147/answer/1875698064 https://www.zhihu.com/question/28719593/answer/3555896867 https://www.zhihu.com/question/28719593/answer/3555896867 https://www.zhihu.com/question/60197709/answer/2778310539,3号,我不仰赖他人的光芒，我自己便是光本身。,2,我不仰赖他人的光芒，我自己便是光本身。,自信,"['快乐地单身着', '单身但准备好了开始新的恋情']","['很好', '开心']",['自己']
,2号,我能认识到每一个小动作的价值，以持续的小胜利构建生活的大成功。,2,我能认识到每一个小动作的价值，以持续的小胜利构建生活的大成功。,个人成长,"['快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好']",['自己']
,2号,我相信无需重锤之音，也能让人们理解我的观点。,1,我相信无需重锤之音，也能让人们理解我的观点。,自信,"['快乐地单身着', '正在恋爱', '单身但准备好了开始新的恋情']","['开心', '很好']",['自己']
,2号,我超越失望，用积极的行动塑造自己的命运。,1,我超越失望，用积极的行动塑造自己的命运。,成为英雄,"['快乐地单身着', '单身但准备好了开始新的恋情']","['一般', '开心']",['自己']
https://www.zhihu.com/question/654660683/answer/3509659912 https://www.zhihu.com/question/404884534/answer/2658513818 https://www.zhihu.com/question/315494956/answer/1465036439 https://www.zhihu.com/question/32159310/answer/1065726051,3号,我生活在每一个呼吸的瞬间，这些瞬间构成了我宝贵的人生。,2,我生活在每一个呼吸的瞬间，这些瞬间构成了我宝贵的人生。,个人成长,['快乐地单身着'],"['很好', '一般']",['自己']
,2号,我不因短暂的挫败放弃追求，我在失败中学习并成长。,2,我不因短暂的挫败放弃追求，我在失败中学习并成长。,个人成长,"['快乐地单身着', '单身但准备好了开始新的恋情']","['一般', '不好']",['自己']
,2号,我慎重对待每一个承诺，并为自己设立的期望负责。,1,我慎重对待每一个承诺，并为自己设立的期望负责。,个人成长,"['快乐地单身着', '正在恋爱', '处在一段艰难的亲密关系中', '单身但准备好了开始新的恋情', '最近刚分手']","['很好', '一般', '开心']",['自己']
,2号,我选择正向行动，以积极态度影响我的命运轨迹。,1,我选择正向行动，以积极态度影响我的命运轨迹。,成为英雄,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好']",['自己']
,2号,我不因失望而放弃，因为坚持是我内在的力量。,1,我不因失望而放弃，因为坚持是我内在的力量。,自信,"['快乐地单身着', '单身但准备好了开始新的恋情']","['一般', '很好']",['自己']
,2号,我信任自己的适应能力，无论环境如何变化。,2,我信任自己的适应能力，无论环境如何变化。,自信,"['快乐地单身着', '单身但准备好了开始新的恋情']","['很好', '开心']",['自己']
,2号,我接受现实并不是因为满意，而是因为我朝向理想前进。,1,我接受现实并不是因为满意，而是因为我朝向理想前进。,个人成长,"['快乐地单身着', '单身但准备好了开始新的恋情']","['一般', '不好']","['自己', '感情']"
https://zhuanlan.zhihu.com/p/527667081 https://www.zhihu.com/question/588020659/answer/2932159694 https://www.zhihu.com/question/28719593/answer/3555896867 https://www.zhihu.com/question/28719593/answer/3555896867 https://www.zhihu.com/question/60197709/answer/2778310539,3号,我不依赖他人的光线照亮自己的道路，我内心的光芒已足够驱散阴霾。,2,我不依赖他人的光线照亮自己的道路，我内心的光芒已足够驱散阴霾。,自信,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']",['一般'],['自己']
,2号,我承认，每一个当下都是我塑造真实自我的契机。,1,我承认，每一个当下都是我塑造真实自我的契机。,个人成长,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手', '有点辛苦的暗恋']","['开心', '很好']",['自己']
https://zhuanlan.zhihu.com/p/549210717 https://www.zhihu.com/question/618717552/answer/3232159856 https://www.zhihu.com/question/509380670/answer/3584463951 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/541354816/answer/2558643266 ,3号,我的生活按自己步伐展开。,2,我的生活按自己步伐展开。,个人成长,"['快乐地单身着', '单身但准备好了开始新的恋情']","['很好', '一般']",['自己']
,2号,我相信自我价值，它不因外界评价而波动。,2,我相信自我价值，它不因外界评价而波动。,自信,"['快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好']",['自己']
https://www.zhihu.com/question/585881523/answer/2907953417 https://www.zhihu.com/question/34599589/answer/2219342257 https://www.zhihu.com/question/532753302/answer/2498274396 https://www.zhihu.com/question/654156651/answer/3540658598 https://www.zhihu.com/question/638856803/answer/3429763751,3号,我感谢那些好时光，是它们编织了我回忆的暖光。,1,我感谢那些好时光，是它们编织了我回忆的暖光。,治愈之旅,"['快乐地单身着', '单身但准备好了开始新的恋情', '正在恋爱', '最近刚分手']","['很好', '开心']","['感情', '朋友', '家庭']"
,2号,我的生活由我做主，每天都是新鲜的一页。,1,我的生活由我做主，每天都是新鲜的一页。,自信,"['快乐地单身着', '单身但准备好了开始新的恋情']",['很好'],['自己']
https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/509380670/answer/3584463951 https://www.zhihu.com/question/52506086/answer/2758913171 https://www.zhihu.com/question/411506270/answer/1378172780 ,3号,我感觉到内心的起伏，但我学会了以平和之心接纳自己。,1,我感觉到内心的起伏，但我学会了以平和之心接纳自己。,平和心境,"['快乐地单身着', '处在一段艰难的亲密关系中', '最近刚分手']","['一般', '不好', '糟糕']",['自己']
